Purity	Accuracy	a	b
0.48296762	0.7310426371689377	[0.727, 0.735]	------------------------------------------------------------------------||--------------------------
0.48396963	0.7160208183853227	[0.711, 0.72]	-----------------------------------------------------------------------||---------------------------
0.48497164	0.7165566618604629	[0.712, 0.721]	-----------------------------------------------------------------------||---------------------------
0.48597366	0.7161674033118669	[0.712, 0.721]	-----------------------------------------------------------------------||---------------------------
0.48697567	0.7133302926029403	[0.709, 0.718]	----------------------------------------------------------------------||----------------------------
0.48797768	0.7143622056429799	[0.71, 0.719]	-----------------------------------------------------------------------|----------------------------
0.4889797	0.7128145567463262	[0.708, 0.717]	----------------------------------------------------------------------||----------------------------
0.4899817	0.7123005877937321	[0.708, 0.717]	----------------------------------------------------------------------||----------------------------
0.49098372	0.7124003114514998	[0.708, 0.717]	----------------------------------------------------------------------||----------------------------
0.49198574	0.7124508094324418	[0.708, 0.717]	----------------------------------------------------------------------||----------------------------
0.49298775	0.7111987016297208	[0.707, 0.716]	----------------------------------------------------------------------||----------------------------
0.49398977	0.7107491984914197	[0.706, 0.715]	----------------------------------------------------------------------||----------------------------
0.49499178	0.7048891962999375	[0.7, 0.709]	----------------------------------------------------------------------|-----------------------------
0.4959938	0.7007431700634896	[0.696, 0.705]	---------------------------------------------------------------------||-----------------------------
0.4969958	0.6632708503947923	[0.659, 0.668]	-----------------------------------------------------------------||---------------------------------
0.49799782	0.6608655439975746	[0.656, 0.666]	-----------------------------------------------------------------||---------------------------------
0.49899983	0.6643380982181017	[0.66, 0.669]	------------------------------------------------------------------|---------------------------------

